column_id,text,label
address_col_69,深圳市南山区体育西路150号,ADDRESS
address_col_70,大连市朝阳区建国路151号,ADDRESS
address_col_70,苏州市浦东新区中山北路152号,ADDRESS
address_col_70,杭州市渝北区世纪大道153号,ADDRESS
address_col_70,武汉市鼓楼区世纪大道154号,ADDRESS
address_col_70,广州市浦东新区天府大道155号,ADDRESS
address_col_70,西安市西湖区科技园路156号,ADDRESS
address_col_70,厦门市南山区科技园路157号,ADDRESS
address_col_70,深圳市福田区建国路158号,ADDRESS
address_col_70,成都市渝北区天府大道159号,ADDRESS
address_col_70,南京市南山区中山北路160号,ADDRESS
address_col_71,大连市天河区世纪大道161号,ADDRESS
address_col_71,厦门市高新区中山北路163号,ADDRESS
address_col_71,苏州市南山区体育西路164号,ADDRESS
address_col_71,重庆市浦东新区体育西路165号,ADDRESS
address_col_71,天津市朝阳区文三路166号,ADDRESS
address_col_71,南京市福田区解放路167号,ADDRESS
address_col_71,南京市鼓楼区文三路168号,ADDRESS
address_col_71,上海市天河区人民路169号,ADDRESS
address_col_71,厦门市浦东新区体育西路170号,ADDRESS
address_col_71,长沙市武侯区世纪大道171号,ADDRESS
address_col_72,北京市高新区天府大道172号,ADDRESS
address_col_72,杭州市鼓楼区中山北路173号,ADDRESS
